REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,FUEL,TIMESLICE,VALUE
SIMPLICITY,NGCC,1,2028,GAS,IN,8.933101092000001
SIMPLICITY,NGCC,1,2028,GAS,SD,8.369758512
SIMPLICITY,NGCC,1,2028,GAS,SN,5.5831881576
SIMPLICITY,NGCC,1,2028,GAS,WD,11.1630261696
SIMPLICITY,NGCC,1,2028,GAS,WN,11.159678016
SIMPLICITY,NGCC,1,2029,GAS,ID,6.8497680912
SIMPLICITY,NGCC,1,2029,GAS,IN,9.138506172
SIMPLICITY,NGCC,1,2029,GAS,SD,8.562210014400002
SIMPLICITY,NGCC,1,2029,GAS,SN,5.711566382400001
SIMPLICITY,NGCC,1,2029,GAS,WD,11.4197053296
SIMPLICITY,NGCC,1,2029,GAS,WN,11.4162800856
SIMPLICITY,NGCC,1,2030,GAS,IN,9.3358560024
SIMPLICITY,NGCC,1,2030,GAS,SN,5.8349100264
SIMPLICITY,NGCC,1,2030,GAS,WD,2.3764872743999996
SIMPLICITY,NGCC,1,2030,GAS,WN,11.662819368000001
SIMPLICITY,NGCC,1,2031,GAS,IN,9.603687972000001
SIMPLICITY,NGCC,1,2031,GAS,SN,6.0023049576
SIMPLICITY,NGCC,1,2031,GAS,WD,0.90024842448
SIMPLICITY,NGCC,1,2031,GAS,WN,11.9974084368
SIMPLICITY,NGCC,1,2032,GAS,IN,9.289236429599999
SIMPLICITY,NGCC,1,2032,GAS,SN,5.5111446888
SIMPLICITY,NGCC,1,2032,GAS,WN,11.8004093976
SIMPLICITY,NGCC,1,2033,GAS,IN,8.080642619999999
SIMPLICITY,NGCC,1,2033,GAS,SN,4.1998485384
SIMPLICITY,NGCC,1,2033,GAS,WN,10.660078639199998
SIMPLICITY,NGCC,1,2034,GAS,IN,6.8719864608
SIMPLICITY,NGCC,1,2034,GAS,SN,2.8877346719999997
SIMPLICITY,NGCC,1,2034,GAS,WN,9.520187316000001
SIMPLICITY,NGCC,1,2035,GAS,IN,5.6639533991999995
SIMPLICITY,NGCC,1,2035,GAS,SN,1.5837956748000002
SIMPLICITY,NGCC,1,2035,GAS,WN,8.375899848000001
SIMPLICITY,NGCC,1,2036,GAS,IN,5.054422713599999
SIMPLICITY,NGCC,1,2036,GAS,SN,0.85947983376
SIMPLICITY,NGCC,1,2036,GAS,WN,7.8426629615999985
SIMPLICITY,NGCC,1,2037,GAS,IN,4.4433342840000005
SIMPLICITY,NGCC,1,2037,GAS,SN,0.114727186248
SIMPLICITY,NGCC,1,2037,GAS,WN,7.320416736
SIMPLICITY,NGCC,1,2038,GAS,IN,3.6239948039999996
SIMPLICITY,NGCC,1,2038,GAS,WN,6.5874099384
SIMPLICITY,NGCC,1,2039,GAS,IN,2.7647547672
SIMPLICITY,NGCC,1,2039,GAS,WN,5.817012105599999
SIMPLICITY,NGCC,1,2040,GAS,IN,1.8837600187199999
SIMPLICITY,NGCC,1,2040,GAS,WN,5.057485214400001
SIMPLICITY,TD,1,2014,SEC_EL,ID,1.6776433999999998
SIMPLICITY,TD,1,2014,SEC_EL,IN,2.2382005
SIMPLICITY,TD,1,2014,SEC_EL,SD,2.0970543
SIMPLICITY,TD,1,2014,SEC_EL,SN,1.3988753
SIMPLICITY,TD,1,2014,SEC_EL,WD,2.7969112999999997
SIMPLICITY,TD,1,2014,SEC_EL,WN,2.7960724
SIMPLICITY,TD,1,2015,SEC_EL,ID,1.6859786
SIMPLICITY,TD,1,2015,SEC_EL,IN,2.2493208
SIMPLICITY,TD,1,2015,SEC_EL,SD,2.1074732000000003
SIMPLICITY,TD,1,2015,SEC_EL,SN,1.4058255
SIMPLICITY,TD,1,2015,SEC_EL,WD,2.8108074
SIMPLICITY,TD,1,2015,SEC_EL,WN,2.8099643
SIMPLICITY,TD,1,2016,SEC_EL,ID,1.723108
SIMPLICITY,TD,1,2016,SEC_EL,IN,2.2988564
SIMPLICITY,TD,1,2016,SEC_EL,SD,2.153885
SIMPLICITY,TD,1,2016,SEC_EL,SN,1.4367851999999999
SIMPLICITY,TD,1,2016,SEC_EL,WD,2.8727082999999998
SIMPLICITY,TD,1,2016,SEC_EL,WN,2.8718467
SIMPLICITY,TD,1,2017,SEC_EL,ID,1.7746345000000001
SIMPLICITY,TD,1,2017,SEC_EL,IN,2.3675997000000004
SIMPLICITY,TD,1,2017,SEC_EL,SD,2.2182932
SIMPLICITY,TD,1,2017,SEC_EL,SN,1.4797498
SIMPLICITY,TD,1,2017,SEC_EL,WD,2.9586117
SIMPLICITY,TD,1,2017,SEC_EL,WN,2.9577242000000004
SIMPLICITY,TD,1,2018,SEC_EL,ID,2.0656079
SIMPLICITY,TD,1,2018,SEC_EL,IN,2.7557971
SIMPLICITY,TD,1,2018,SEC_EL,SD,2.5820098999999996
SIMPLICITY,TD,1,2018,SEC_EL,SN,1.7223732
SIMPLICITY,TD,1,2018,SEC_EL,WD,3.4437127999999997
SIMPLICITY,TD,1,2018,SEC_EL,WN,3.4426799
SIMPLICITY,TD,1,2019,SEC_EL,ID,2.2042749
SIMPLICITY,TD,1,2019,SEC_EL,IN,2.9407973999999997
SIMPLICITY,TD,1,2019,SEC_EL,SD,2.7553437
SIMPLICITY,TD,1,2019,SEC_EL,SN,1.8379984
SIMPLICITY,TD,1,2019,SEC_EL,WD,3.6748937999999995
SIMPLICITY,TD,1,2019,SEC_EL,WN,3.6737916
SIMPLICITY,TD,1,2020,SEC_EL,ID,2.3406687
SIMPLICITY,TD,1,2020,SEC_EL,IN,3.1227649
SIMPLICITY,TD,1,2020,SEC_EL,SD,2.9258359
SIMPLICITY,TD,1,2020,SEC_EL,SN,1.9517281000000002
SIMPLICITY,TD,1,2020,SEC_EL,WD,3.902285
SIMPLICITY,TD,1,2020,SEC_EL,WN,3.9011145
SIMPLICITY,TD,1,2021,SEC_EL,ID,2.5634452000000003
SIMPLICITY,TD,1,2021,SEC_EL,IN,3.4199785000000005
SIMPLICITY,TD,1,2021,SEC_EL,SD,3.2043065
SIMPLICITY,TD,1,2021,SEC_EL,SN,2.1374866000000003
SIMPLICITY,TD,1,2021,SEC_EL,WD,4.2736905
SIMPLICITY,TD,1,2021,SEC_EL,WN,4.2724087
SIMPLICITY,TD,1,2022,SEC_EL,ID,2.6748335
SIMPLICITY,TD,1,2022,SEC_EL,IN,3.5685852999999996
SIMPLICITY,TD,1,2022,SEC_EL,SD,3.3435417999999997
SIMPLICITY,TD,1,2022,SEC_EL,SN,2.2303658
SIMPLICITY,TD,1,2022,SEC_EL,WD,4.4593932999999994
SIMPLICITY,TD,1,2022,SEC_EL,WN,4.4580557999999995
SIMPLICITY,TD,1,2023,SEC_EL,ID,2.8688157000000003
SIMPLICITY,TD,1,2023,SEC_EL,IN,3.8273836
SIMPLICITY,TD,1,2023,SEC_EL,SD,3.5860196
SIMPLICITY,TD,1,2023,SEC_EL,SN,2.3921147
SIMPLICITY,TD,1,2023,SEC_EL,WD,4.7827941
SIMPLICITY,TD,1,2023,SEC_EL,WN,4.7813595
SIMPLICITY,TD,1,2024,SEC_EL,ID,2.9589871
SIMPLICITY,TD,1,2024,SEC_EL,IN,3.9476843
SIMPLICITY,TD,1,2024,SEC_EL,SD,3.6987339
SIMPLICITY,TD,1,2024,SEC_EL,SN,2.4673027000000003
SIMPLICITY,TD,1,2024,SEC_EL,WD,4.9331249
SIMPLICITY,TD,1,2024,SEC_EL,WN,4.9316452
SIMPLICITY,TD,1,2025,SEC_EL,ID,3.0355192000000004
SIMPLICITY,TD,1,2025,SEC_EL,IN,4.0497883
SIMPLICITY,TD,1,2025,SEC_EL,SD,3.794399
SIMPLICITY,TD,1,2025,SEC_EL,SN,2.5311177000000002
SIMPLICITY,TD,1,2025,SEC_EL,WD,5.0607166
SIMPLICITY,TD,1,2025,SEC_EL,WN,5.0591987000000005
SIMPLICITY,TD,1,2026,SEC_EL,ID,3.1529694
SIMPLICITY,TD,1,2026,SEC_EL,IN,4.206482599999999
SIMPLICITY,TD,1,2026,SEC_EL,SD,3.9412117999999996
SIMPLICITY,TD,1,2026,SEC_EL,SN,2.6290516
SIMPLICITY,TD,1,2026,SEC_EL,WD,5.2565257
SIMPLICITY,TD,1,2026,SEC_EL,WN,5.254949
SIMPLICITY,TD,1,2027,SEC_EL,ID,3.2742082999999997
SIMPLICITY,TD,1,2027,SEC_EL,IN,4.3682315
SIMPLICITY,TD,1,2027,SEC_EL,SD,4.0927603999999995
SIMPLICITY,TD,1,2027,SEC_EL,SN,2.7301447
SIMPLICITY,TD,1,2027,SEC_EL,WD,5.4586511
SIMPLICITY,TD,1,2027,SEC_EL,WN,5.457013900000001
SIMPLICITY,TD,1,2028,SEC_EL,ID,3.3613487999999996
SIMPLICITY,TD,1,2028,SEC_EL,IN,4.4844885
SIMPLICITY,TD,1,2028,SEC_EL,SD,4.2016860000000005
SIMPLICITY,TD,1,2028,SEC_EL,SN,2.8028053
SIMPLICITY,TD,1,2028,SEC_EL,WD,5.6039288
SIMPLICITY,TD,1,2028,SEC_EL,WN,5.602248
SIMPLICITY,TD,1,2029,SEC_EL,ID,3.4386386
SIMPLICITY,TD,1,2029,SEC_EL,IN,4.5876035
SIMPLICITY,TD,1,2029,SEC_EL,SD,4.2982982000000005
SIMPLICITY,TD,1,2029,SEC_EL,SN,2.8672522000000003
SIMPLICITY,TD,1,2029,SEC_EL,WD,5.7327838
SIMPLICITY,TD,1,2029,SEC_EL,WN,5.7310643
SIMPLICITY,TD,1,2030,SEC_EL,IN,4.6866747
SIMPLICITY,TD,1,2030,SEC_EL,SN,2.9291717
SIMPLICITY,TD,1,2030,SEC_EL,WD,1.1930157
SIMPLICITY,TD,1,2030,SEC_EL,WN,5.8548290000000005
SIMPLICITY,TD,1,2031,SEC_EL,IN,4.8211285
SIMPLICITY,TD,1,2031,SEC_EL,SN,3.0132053
SIMPLICITY,TD,1,2031,SEC_EL,WD,0.45193194
SIMPLICITY,TD,1,2031,SEC_EL,WN,6.022795400000001
SIMPLICITY,TD,1,2032,SEC_EL,IN,4.6632713
SIMPLICITY,TD,1,2032,SEC_EL,SN,2.7666389
SIMPLICITY,TD,1,2032,SEC_EL,WN,5.9239003
SIMPLICITY,TD,1,2033,SEC_EL,IN,4.0565475
SIMPLICITY,TD,1,2033,SEC_EL,SN,2.1083577
SIMPLICITY,TD,1,2033,SEC_EL,WN,5.351445099999999
SIMPLICITY,TD,1,2034,SEC_EL,IN,3.4497923999999998
SIMPLICITY,TD,1,2034,SEC_EL,SN,1.449666
SIMPLICITY,TD,1,2034,SEC_EL,WN,4.7792105000000005
SIMPLICITY,TD,1,2035,SEC_EL,IN,2.8433501
SIMPLICITY,TD,1,2035,SEC_EL,SN,0.79507815
SIMPLICITY,TD,1,2035,SEC_EL,WN,4.204769000000001
SIMPLICITY,TD,1,2036,SEC_EL,IN,2.5373607999999996
SIMPLICITY,TD,1,2036,SEC_EL,SN,0.43146578
SIMPLICITY,TD,1,2036,SEC_EL,WN,3.9370797999999994
SIMPLICITY,TD,1,2037,SEC_EL,IN,2.2305895000000002
SIMPLICITY,TD,1,2037,SEC_EL,SN,0.057593969
SIMPLICITY,TD,1,2037,SEC_EL,WN,3.6749080000000003
SIMPLICITY,TD,1,2038,SEC_EL,IN,1.8192745
SIMPLICITY,TD,1,2038,SEC_EL,WN,3.3069327000000004
SIMPLICITY,TD,1,2039,SEC_EL,IN,1.3879291
SIMPLICITY,TD,1,2039,SEC_EL,WN,2.9201867999999997
SIMPLICITY,TD,1,2040,SEC_EL,IN,0.94566266
SIMPLICITY,TD,1,2040,SEC_EL,WN,2.5388982
