REGION,TIMESLICE,FUEL,YEAR,VALUE
SIMPLICITY,ID,FEL,2014,0.26567999999999997
SIMPLICITY,IN,FEL,2014,0.17712
SIMPLICITY,SD,FEL,2014,0.3321
SIMPLICITY,SN,FEL,2014,0.1107
SIMPLICITY,WD,FEL,2014,0.8856
SIMPLICITY,WN,FEL,2014,0.4428
SIMPLICITY,ID,FEL,2015,0.267
SIMPLICITY,IN,FEL,2015,0.17800000000000002
SIMPLICITY,SD,FEL,2015,0.33375
SIMPLICITY,SN,FEL,2015,0.11125000000000002
SIMPLICITY,WD,FEL,2015,0.8900000000000001
SIMPLICITY,WN,FEL,2015,0.44500000000000006
SIMPLICITY,ID,FEL,2016,0.27288
SIMPLICITY,IN,FEL,2016,0.18192
SIMPLICITY,SD,FEL,2016,0.3411
SIMPLICITY,SN,FEL,2016,0.11370000000000001
SIMPLICITY,WD,FEL,2016,0.9096000000000001
SIMPLICITY,WN,FEL,2016,0.45480000000000004
SIMPLICITY,ID,FEL,2017,0.28104
SIMPLICITY,IN,FEL,2017,0.18736
SIMPLICITY,SD,FEL,2017,0.3513
SIMPLICITY,SN,FEL,2017,0.11710000000000001
SIMPLICITY,WD,FEL,2017,0.9368000000000001
SIMPLICITY,WN,FEL,2017,0.46840000000000004
SIMPLICITY,ID,FEL,2018,0.32711999999999997
SIMPLICITY,IN,FEL,2018,0.21808
SIMPLICITY,SD,FEL,2018,0.4089
SIMPLICITY,SN,FEL,2018,0.1363
SIMPLICITY,WD,FEL,2018,1.0904
SIMPLICITY,WN,FEL,2018,0.5452
SIMPLICITY,ID,FEL,2019,0.34907999999999995
SIMPLICITY,IN,FEL,2019,0.23271999999999998
SIMPLICITY,SD,FEL,2019,0.43634999999999996
SIMPLICITY,SN,FEL,2019,0.14545
SIMPLICITY,WD,FEL,2019,1.1636
SIMPLICITY,WN,FEL,2019,0.5818
SIMPLICITY,ID,FEL,2020,0.37068
SIMPLICITY,IN,FEL,2020,0.24712
SIMPLICITY,SD,FEL,2020,0.46335
SIMPLICITY,SN,FEL,2020,0.15445
SIMPLICITY,WD,FEL,2020,1.2356
SIMPLICITY,WN,FEL,2020,0.6178
SIMPLICITY,ID,FEL,2021,0.40596
SIMPLICITY,IN,FEL,2021,0.27064
SIMPLICITY,SD,FEL,2021,0.50745
SIMPLICITY,SN,FEL,2021,0.16915000000000002
SIMPLICITY,WD,FEL,2021,1.3532000000000002
SIMPLICITY,WN,FEL,2021,0.6766000000000001
SIMPLICITY,ID,FEL,2022,0.4236
SIMPLICITY,IN,FEL,2022,0.2824
SIMPLICITY,SD,FEL,2022,0.5295
SIMPLICITY,SN,FEL,2022,0.1765
SIMPLICITY,WD,FEL,2022,1.412
SIMPLICITY,WN,FEL,2022,0.706
SIMPLICITY,ID,FEL,2023,0.45432
SIMPLICITY,IN,FEL,2023,0.30288
SIMPLICITY,SD,FEL,2023,0.5679
SIMPLICITY,SN,FEL,2023,0.18930000000000002
SIMPLICITY,WD,FEL,2023,1.5144000000000002
SIMPLICITY,WN,FEL,2023,0.7572000000000001
SIMPLICITY,ID,FEL,2024,0.46859999999999996
SIMPLICITY,IN,FEL,2024,0.3124
SIMPLICITY,SD,FEL,2024,0.58575
SIMPLICITY,SN,FEL,2024,0.19525
SIMPLICITY,WD,FEL,2024,1.562
SIMPLICITY,WN,FEL,2024,0.781
SIMPLICITY,ID,FEL,2025,0.48072000000000004
SIMPLICITY,IN,FEL,2025,0.32048000000000004
SIMPLICITY,SD,FEL,2025,0.6009
SIMPLICITY,SN,FEL,2025,0.20030000000000003
SIMPLICITY,WD,FEL,2025,1.6024000000000003
SIMPLICITY,WN,FEL,2025,0.8012000000000001
SIMPLICITY,ID,FEL,2026,0.49931999999999993
SIMPLICITY,IN,FEL,2026,0.33287999999999995
SIMPLICITY,SD,FEL,2026,0.6241499999999999
SIMPLICITY,SN,FEL,2026,0.20804999999999998
SIMPLICITY,WD,FEL,2026,1.6643999999999999
SIMPLICITY,WN,FEL,2026,0.8321999999999999
SIMPLICITY,ID,FEL,2027,0.51852
SIMPLICITY,IN,FEL,2027,0.34568
SIMPLICITY,SD,FEL,2027,0.6481499999999999
SIMPLICITY,SN,FEL,2027,0.21605
SIMPLICITY,WD,FEL,2027,1.7284
SIMPLICITY,WN,FEL,2027,0.8642
SIMPLICITY,ID,FEL,2028,0.53232
SIMPLICITY,IN,FEL,2028,0.35488000000000003
SIMPLICITY,SD,FEL,2028,0.6654
SIMPLICITY,SN,FEL,2028,0.2218
SIMPLICITY,WD,FEL,2028,1.7744
SIMPLICITY,WN,FEL,2028,0.8872
SIMPLICITY,ID,FEL,2029,0.54456
SIMPLICITY,IN,FEL,2029,0.36304000000000003
SIMPLICITY,SD,FEL,2029,0.6807
SIMPLICITY,SN,FEL,2029,0.22690000000000002
SIMPLICITY,WD,FEL,2029,1.8152000000000001
SIMPLICITY,WN,FEL,2029,0.9076000000000001
SIMPLICITY,ID,FEL,2030,0.55632
SIMPLICITY,IN,FEL,2030,0.37088000000000004
SIMPLICITY,SD,FEL,2030,0.6954
SIMPLICITY,SN,FEL,2030,0.2318
SIMPLICITY,WD,FEL,2030,1.8544
SIMPLICITY,WN,FEL,2030,0.9272
SIMPLICITY,ID,FEL,2031,0.57228
SIMPLICITY,IN,FEL,2031,0.38152
SIMPLICITY,SD,FEL,2031,0.71535
SIMPLICITY,SN,FEL,2031,0.23845000000000002
SIMPLICITY,WD,FEL,2031,1.9076000000000002
SIMPLICITY,WN,FEL,2031,0.9538000000000001
SIMPLICITY,ID,FEL,2032,0.60036
SIMPLICITY,IN,FEL,2032,0.40024000000000004
SIMPLICITY,SD,FEL,2032,0.75045
SIMPLICITY,SN,FEL,2032,0.25015000000000004
SIMPLICITY,WD,FEL,2032,2.0012000000000003
SIMPLICITY,WN,FEL,2032,1.0006000000000002
SIMPLICITY,ID,FEL,2033,0.61668
SIMPLICITY,IN,FEL,2033,0.41112000000000004
SIMPLICITY,SD,FEL,2033,0.77085
SIMPLICITY,SN,FEL,2033,0.25695
SIMPLICITY,WD,FEL,2033,2.0556
SIMPLICITY,WN,FEL,2033,1.0278
