REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
SIMPLICITY,Backstop,FEL,1,2014,1.0
SIMPLICITY,GasExtraction,GAS,1,2014,1.0
SIMPLICITY,GasExtraction2,GAS,1,2014,1.0
SIMPLICITY,GasExtraction3,GAS,1,2014,1.0
SIMPLICITY,GasImport,GAS,1,2014,1.0
SIMPLICITY,NGCC,SEC_EL,1,2014,1.0
SIMPLICITY,TD,FEL,1,2014,0.95
SIMPLICITY,CoalExtraction,COA,1,2014,1.0
SIMPLICITY,CoalExtraction2,COA,1,2014,1.0
SIMPLICITY,CoalExtraction3,COA,1,2014,1.0
SIMPLICITY,CoalImport,COA,1,2014,1.0
SIMPLICITY,SCC,SEC_EL,1,2014,1.0
