REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
SIMPLICITY,GasExtraction,CO2,1,2014,0.05
SIMPLICITY,GasExtraction,CO2,1,2015,0.05
SIMPLICITY,GasExtraction,CO2,1,2016,0.05
SIMPLICITY,GasExtraction,CO2,1,2017,0.05
SIMPLICITY,GasExtraction,CO2,1,2018,0.05
SIMPLICITY,GasExtraction,CO2,1,2019,0.05
SIMPLICITY,GasExtraction,CO2,1,2020,0.05
SIMPLICITY,GasExtraction,CO2,1,2021,0.05
SIMPLICITY,GasExtraction,CO2,1,2022,0.05
SIMPLICITY,GasExtraction,CO2,1,2023,0.05
SIMPLICITY,GasExtraction,CO2,1,2024,0.05
SIMPLICITY,GasExtraction,CO2,1,2025,0.05
SIMPLICITY,GasExtraction,CO2,1,2026,0.05
SIMPLICITY,GasExtraction,CO2,1,2027,0.05
SIMPLICITY,GasExtraction,CO2,1,2028,0.05
SIMPLICITY,GasExtraction,CO2,1,2029,0.05
SIMPLICITY,GasExtraction,CO2,1,2030,0.05
SIMPLICITY,GasExtraction,CO2,1,2031,0.05
SIMPLICITY,GasExtraction,CO2,1,2032,0.05
SIMPLICITY,GasExtraction,CO2,1,2033,0.05
SIMPLICITY,GasExtraction,CO2,1,2034,0.05
SIMPLICITY,GasExtraction,CO2,1,2035,0.05
SIMPLICITY,GasExtraction,CO2,1,2036,0.05
SIMPLICITY,GasExtraction,CO2,1,2037,0.05
SIMPLICITY,GasExtraction,CO2,1,2038,0.05
SIMPLICITY,GasExtraction,CO2,1,2039,0.05
SIMPLICITY,GasExtraction,CO2,1,2040,0.05
SIMPLICITY,GasImport,CO2,1,2014,0.05
SIMPLICITY,GasImport,CO2,1,2015,0.05
SIMPLICITY,GasImport,CO2,1,2016,0.05
SIMPLICITY,GasImport,CO2,1,2017,0.05
SIMPLICITY,GasImport,CO2,1,2018,0.05
SIMPLICITY,GasImport,CO2,1,2019,0.05
SIMPLICITY,GasImport,CO2,1,2020,0.05
SIMPLICITY,GasImport,CO2,1,2021,0.05
SIMPLICITY,GasImport,CO2,1,2022,0.05
SIMPLICITY,GasImport,CO2,1,2023,0.05
SIMPLICITY,GasImport,CO2,1,2024,0.05
SIMPLICITY,GasImport,CO2,1,2025,0.05
SIMPLICITY,GasImport,CO2,1,2026,0.05
SIMPLICITY,GasImport,CO2,1,2027,0.05
SIMPLICITY,GasImport,CO2,1,2028,0.05
SIMPLICITY,GasImport,CO2,1,2029,0.05
SIMPLICITY,GasImport,CO2,1,2030,0.05
SIMPLICITY,GasImport,CO2,1,2031,0.05
SIMPLICITY,GasImport,CO2,1,2032,0.05
SIMPLICITY,GasImport,CO2,1,2033,0.05
SIMPLICITY,GasImport,CO2,1,2034,0.05
SIMPLICITY,GasImport,CO2,1,2035,0.05
SIMPLICITY,GasImport,CO2,1,2036,0.05
SIMPLICITY,GasImport,CO2,1,2037,0.05
SIMPLICITY,GasImport,CO2,1,2038,0.05
SIMPLICITY,GasImport,CO2,1,2039,0.05
SIMPLICITY,GasImport,CO2,1,2040,0.05
